,SIZE,SEXA,PPLVTG,MMLVTG,SZFFOUT,INCSELF,INCPEN,INCUEB,INCIRR,INCRENT,SZINCOMA,XNUMSISE,XNUMBROY,TP5LOC15,PPJBXX15,PPJBSZ15,MMJBTP15,XXLSTSCH,PPLSTSCH,DOLSTSCH,XSPSCH
1148,3,1,2,2,0,0,1,1,1,1,4,1,0,3,2,1,1,2,0,1,2
1153,4,2,1,1,0,1,1,1,1,1,1,0,0,3,2,2,4,3,2,1,1
1154,3,1,2,2,0,0,1,1,1,1,3,1,0,1,2,0,2,2,2,1,2
1155,4,2,2,2,0,1,1,1,1,1,1,0,0,3,2,0,1,2,2,1,2
1157,3,2,1,1,0,0,1,1,1,1,4,0,1,2,2,3,2,3,2,1,2
1160,3,2,2,1,0,0,1,1,1,1,3,0,0,2,2,5,3,2,2,1,2
1161,3,1,1,1,0,0,1,1,1,1,4,0,1,2,2,2,3,3,3,1,2
1163,4,1,2,2,0,0,1,1,1,1,0,0,0,3,2,0,0,2,0,1,2
1165,2,2,3,2,0,1,1,1,1,1,1,1,0,2,0,0,3,2,2,1,2
1166,3,2,2,2,0,1,1,1,1,1,1,0,0,2,2,5,2,3,2,1,2
1167,4,2,2,2,0,1,1,1,1,1,1,0,1,2,2,0,1,2,0,1,1
1169,3,1,1,1,0,0,1,1,1,1,3,0,0,3,2,4,1,3,2,3,2
1170,3,2,2,2,0,1,1,1,1,1,1,0,0,4,2,3,4,3,2,1,2
1171,1,2,1,1,0,0,1,1,1,1,3,0,0,2,2,4,1,3,2,1,2
1172,2,1,1,1,1,0,1,1,1,1,4,1,0,2,2,5,3,2,3,1,1
1173,4,1,1,1,0,1,1,1,1,1,1,1,0,3,2,0,1,3,0,1,2
1174,1,1,2,2,0,0,1,1,1,1,4,0,2,3,2,1,2,2,0,1,2
1175,3,1,2,2,0,0,1,1,1,1,4,1,0,2,2,2,1,3,3,1,1
1176,2,2,2,2,0,1,1,1,1,1,4,1,0,2,2,2,2,2,2,1,2
1178,3,2,1,1,1,0,1,1,1,1,4,0,1,3,2,2,4,2,2,1,2
1179,4,2,1,1,0,0,1,1,1,1,4,0,1,3,2,5,2,3,2,1,1
1180,2,2,3,2,0,1,1,1,1,1,1,0,2,3,2,0,0,2,0,2,2
1181,1,1,3,1,0,0,1,1,1,1,2,1,1,2,2,0,3,3,3,1,1
1182,2,1,1,1,0,0,1,1,1,1,4,1,0,2,2,2,1,3,3,1,2
1183,2,1,2,2,0,1,1,1,1,1,2,0,1,2,2,5,1,2,3,1,2
1184,3,2,1,1,1,0,1,1,1,1,3,1,1,2,2,5,1,3,3,1,2
1185,1,2,1,1,0,0,1,1,1,1,4,0,1,2,2,0,2,3,3,1,2
1186,1,1,1,1,0,0,1,1,1,1,1,1,0,2,2,3,1,2,2,1,2
1187,2,2,1,1,1,0,1,1,0,1,3,0,0,2,2,2,4,3,2,3,2
1188,3,2,3,1,0,0,1,1,1,1,3,0,0,2,2,0,2,2,2,1,1
1189,3,1,1,1,0,1,1,1,1,1,1,1,0,3,2,1,1,3,3,1,2
1190,1,2,2,2,0,1,1,1,1,1,1,0,2,2,2,0,1,3,0,1,2
1191,4,1,1,1,0,0,1,1,1,1,3,1,0,2,2,2,1,2,2,1,2
1192,2,1,1,1,0,0,1,1,1,1,3,0,0,2,2,6,1,3,3,1,2
1193,2,1,1,1,0,0,1,1,1,1,2,0,1,3,2,3,1,3,2,1,2
1194,3,2,3,1,0,0,1,1,1,1,3,0,1,3,0,0,3,2,0,1,2
1195,4,1,1,1,1,0,1,1,1,1,0,0,0,3,2,0,1,3,3,1,1
1196,2,1,2,2,2,0,1,1,1,1,3,1,0,3,2,4,3,3,2,3,2
1197,3,1,1,2,0,0,1,1,1,1,4,0,0,2,2,0,4,3,2,3,2
1198,3,2,1,1,0,1,1,1,1,1,1,1,0,2,1,3,2,3,3,3,2
1199,3,1,1,3,0,1,1,1,1,1,1,0,1,2,2,6,1,3,2,3,2
1200,1,1,1,1,0,1,1,1,1,1,1,0,0,2,2,3,3,2,3,3,2
1201,2,2,1,1,1,1,1,1,1,1,2,0,0,2,2,2,3,3,3,3,1
1202,3,2,0,1,0,0,0,1,1,1,3,0,0,3,0,0,3,2,0,1,2
1203,2,1,1,1,0,0,1,1,1,1,4,0,1,2,1,5,4,3,3,1,2
1204,3,1,1,1,0,1,1,1,1,1,2,0,0,2,2,3,1,3,3,3,2
1205,3,1,1,1,0,0,1,1,1,1,2,0,0,2,2,2,2,3,3,3,2
1206,3,1,1,1,0,0,1,1,1,1,2,0,1,2,2,6,2,3,2,1,2
1207,2,2,3,3,0,1,0,1,1,1,3,0,7,2,2,2,4,2,2,1,1
1210,2,2,3,3,0,1,0,1,1,1,4,3,5,2,0,0,2,2,2,1,2
1213,1,1,3,3,0,1,0,1,1,1,0,2,0,4,2,0,4,2,1,1,2
1214,3,1,3,3,0,1,0,1,1,1,2,0,1,3,2,1,4,1,1,1,2
1216,1,1,3,3,1,1,0,1,1,1,0,1,2,4,2,0,1,3,1,1,2
1219,3,2,3,3,0,1,0,1,1,1,4,0,2,3,2,6,1,2,2,1,2
1220,3,1,3,3,0,0,0,1,1,1,3,1,3,3,2,4,1,2,0,1,2
1222,2,1,3,3,0,1,0,1,1,1,3,2,4,1,2,2,4,2,1,1,2
1226,3,2,3,3,0,1,0,1,1,1,0,1,0,3,2,0,4,2,1,1,2
1231,3,2,3,3,0,1,0,1,1,1,0,1,3,1,0,0,1,2,2,1,2
1233,1,1,3,3,0,1,0,1,1,1,4,1,0,3,2,2,4,2,0,1,2
1234,3,2,3,3,0,1,0,1,1,1,2,0,0,2,2,6,1,2,1,1,2
1235,1,1,3,2,0,1,0,1,1,1,4,0,2,2,2,6,1,3,3,1,2
1236,4,2,3,3,0,1,0,1,1,1,2,1,0,4,2,2,4,2,1,1,2
1237,2,2,3,3,0,1,0,1,1,1,0,2,0,4,2,1,4,2,0,1,2
1238,3,2,3,3,0,1,0,1,1,1,3,1,0,1,2,3,1,2,1,1,2
1240,2,1,3,1,0,1,0,1,1,1,3,1,1,2,2,6,1,2,1,1,2
1241,3,2,3,3,0,1,0,1,1,1,4,1,0,4,2,1,4,2,0,1,2
1242,1,1,3,3,0,0,0,1,1,1,0,4,0,4,2,1,4,2,1,1,2
1244,1,1,3,3,0,0,0,1,1,1,3,1,1,3,2,0,1,2,0,1,2
1247,3,2,3,3,0,1,1,1,1,1,1,1,1,3,2,0,2,2,1,1,2
1248,3,1,3,3,0,1,0,1,1,1,3,2,0,3,2,2,1,2,0,1,2
1249,3,2,3,3,0,0,0,1,1,1,4,0,1,3,2,3,1,3,1,1,2
1250,3,2,3,3,0,1,0,1,1,1,4,1,0,4,2,2,2,2,1,1,2
1251,4,2,3,3,0,0,0,1,1,1,3,0,1,1,2,0,1,2,1,1,2
1255,3,2,3,3,0,1,0,1,1,1,2,4,1,1,2,0,4,2,0,1,1
1258,1,2,3,3,0,0,1,1,1,1,2,0,0,3,2,0,1,2,0,1,2
1260,3,1,3,3,0,1,0,1,1,1,5,4,0,2,2,0,1,3,0,1,2
1261,2,1,3,3,0,0,0,1,1,1,5,0,1,1,2,6,1,2,1,1,2
1262,2,2,3,3,0,1,0,1,1,1,3,3,0,2,2,6,1,2,3,1,2
1266,3,2,3,3,0,1,0,1,1,1,3,2,0,1,2,2,4,2,1,1,2
1268,4,1,3,3,0,1,0,1,1,1,4,2,1,3,2,0,1,2,1,1,2
1270,3,2,3,3,0,1,0,1,1,1,2,2,0,3,0,0,4,2,1,1,1
1274,3,1,3,3,0,1,0,1,1,1,4,0,1,1,2,5,1,2,1,1,2
1275,2,2,3,3,0,1,0,1,1,1,3,2,0,4,2,1,4,2,1,1,2
1276,4,2,3,2,0,1,0,1,1,1,2,0,0,3,2,2,4,2,1,1,2
1277,3,2,3,3,0,1,1,1,1,1,1,1,0,3,2,2,4,2,2,1,1
1278,1,1,3,3,0,0,0,1,1,1,5,0,2,2,2,6,1,3,1,1,2
1280,2,2,3,2,0,0,1,1,1,1,3,0,2,2,2,6,1,3,3,1,2
1281,4,1,3,3,0,1,0,1,1,1,4,2,0,3,2,3,1,2,2,1,2
1282,4,2,3,3,1,1,0,1,1,1,1,4,1,4,2,1,4,2,0,2,2
1284,3,1,3,2,0,0,0,1,1,1,4,0,0,2,2,2,1,3,3,1,2
1286,3,2,3,3,0,1,0,1,1,1,0,1,0,2,2,6,1,3,3,1,2
1288,2,1,3,3,0,0,1,1,1,1,0,0,0,1,2,1,4,2,0,1,2
1289,3,2,3,3,0,1,1,1,1,1,1,1,0,4,2,0,4,2,1,1,2
1291,2,1,3,3,0,0,0,1,1,1,4,0,0,1,2,3,4,3,0,1,2
1294,3,2,3,3,0,0,1,1,1,1,3,3,1,2,2,1,4,2,1,1,2
1296,2,2,3,3,0,1,0,1,1,1,1,0,1,1,2,0,4,3,3,1,1
1297,3,2,3,2,0,0,1,1,1,1,3,0,1,2,2,1,4,2,2,1,2
1299,3,1,3,3,0,0,1,1,1,1,5,0,0,4,2,2,4,3,2,1,2
1301,3,1,2,2,0,0,0,1,1,1,5,0,0,3,2,2,4,2,2,1,2
1303,2,2,3,3,0,0,1,1,1,1,4,1,1,4,2,2,4,2,0,1,1
1305,4,1,3,3,0,0,1,1,1,1,4,2,1,3,0,0,4,2,0,1,2
1308,3,2,3,3,1,0,0,1,1,1,2,1,2,4,2,2,4,2,0,1,2
1309,3,2,3,3,0,0,1,1,1,1,2,1,0,2,2,0,1,2,1,1,2
1310,4,1,1,1,0,0,0,1,1,1,3,0,0,3,2,5,1,3,1,1,2
1311,2,1,3,3,0,0,1,1,1,1,4,1,0,2,2,3,4,2,1,1,1
1313,3,2,3,1,1,0,0,1,1,1,3,1,0,3,2,2,4,2,2,1,2
1317,1,1,3,3,0,0,1,1,1,1,0,2,1,3,2,2,2,2,2,1,1
1318,3,2,2,2,0,0,0,1,1,1,3,0,1,4,2,2,4,2,1,1,2
1319,3,2,3,3,0,1,1,1,1,1,0,1,1,3,2,2,4,2,0,1,2
1320,3,2,3,2,0,0,1,1,1,1,3,0,1,3,2,2,1,2,1,1,1
1323,1,2,3,3,0,1,0,1,1,1,3,0,0,3,2,0,4,3,1,1,2
1328,3,2,2,2,0,0,1,1,1,1,5,0,2,2,2,5,3,3,3,1,2
1329,1,2,3,2,0,0,1,1,1,1,4,0,1,1,2,2,4,3,1,1,2
1332,3,2,3,2,0,0,1,1,1,1,4,1,1,2,2,2,4,3,1,1,2
1333,2,2,2,2,0,1,1,1,1,1,2,0,1,4,2,2,2,2,2,1,2
1334,3,2,2,2,0,0,1,1,1,1,0,0,0,3,2,2,4,3,1,1,0
1336,2,2,3,3,0,0,1,1,1,1,3,3,0,2,2,2,4,2,1,1,1
1337,3,2,3,3,0,1,1,1,1,1,2,0,0,3,2,2,4,3,3,1,2
1341,3,2,2,2,0,0,1,1,1,1,3,1,0,2,2,6,2,3,2,1,2
1342,2,2,2,2,0,0,0,1,1,1,3,0,1,2,2,2,1,3,3,1,2
1343,3,1,3,1,0,0,1,1,1,1,4,0,1,3,2,0,2,2,1,1,1
1346,3,1,3,2,0,0,1,1,1,1,5,0,0,3,2,1,4,2,1,1,2
1349,3,1,2,2,0,0,1,1,1,1,5,0,0,3,2,0,4,2,2,1,2
1351,3,2,2,2,0,0,0,1,1,1,4,0,0,2,2,2,4,3,2,1,1
1352,2,1,3,3,0,0,1,1,1,1,5,2,0,2,2,5,1,2,0,1,1
1353,4,2,2,3,1,0,1,1,1,1,3,1,0,3,2,0,3,3,2,1,1
1355,3,2,2,2,0,0,1,1,1,1,4,0,0,1,2,0,4,2,2,1,2
1356,3,2,2,2,0,0,1,1,1,1,3,3,0,4,2,2,4,3,2,1,2
1358,4,1,2,2,0,0,1,1,1,1,0,1,0,3,2,4,2,2,2,1,2
1359,2,2,3,2,0,0,1,1,1,1,3,1,0,3,2,4,1,2,2,1,2
1363,3,1,3,1,0,0,1,1,1,1,5,1,1,4,2,2,4,3,2,1,2
1364,3,1,1,1,0,0,1,1,1,1,0,1,0,3,2,0,3,2,2,1,2
1367,3,2,2,2,1,0,1,1,1,1,4,1,1,2,2,2,2,2,2,1,2
1369,3,2,1,3,0,0,1,1,1,1,2,1,0,3,2,5,3,2,2,1,2
1381,1,1,2,3,0,0,1,1,1,1,5,0,1,3,2,2,1,2,2,1,1
1386,1,2,0,1,0,0,1,1,1,1,3,0,1,2,0,0,4,2,0,1,2
1387,1,2,2,2,0,1,1,1,1,1,1,0,0,2,2,4,2,3,2,1,2
1388,2,2,2,2,0,1,1,1,1,1,1,1,0,2,2,2,3,2,2,1,2
1391,3,2,3,1,0,0,0,1,1,1,4,0,0,1,2,2,1,2,3,1,2
1392,1,2,2,2,0,1,1,1,1,1,0,0,0,2,2,6,1,3,2,1,2
1394,3,1,1,1,0,0,1,1,1,1,4,1,0,2,2,4,1,2,2,1,2
1396,3,2,3,2,0,0,1,1,1,1,3,0,1,2,2,2,4,2,2,1,2
1397,2,1,1,1,0,0,1,1,1,1,0,0,0,2,2,3,1,3,3,1,2
1400,3,2,2,2,0,1,1,1,1,1,1,0,0,2,2,6,1,2,2,1,2
1403,3,2,1,1,0,0,1,1,1,1,2,0,1,2,2,2,1,2,2,1,1
1404,2,2,1,1,0,0,1,1,1,1,0,0,0,2,2,5,1,3,2,1,2
1406,2,2,2,2,0,0,1,1,1,1,4,0,0,3,2,1,3,2,2,1,2
1409,2,1,2,2,0,1,1,1,1,1,3,0,0,2,2,2,2,2,2,1,2
1410,2,2,2,2,0,1,1,1,1,1,1,0,0,3,2,2,2,3,2,1,2
1411,3,2,3,1,0,1,1,1,1,1,0,0,0,2,0,0,4,2,0,1,2
1413,2,2,3,2,2,0,1,1,1,1,0,0,0,2,2,2,4,2,2,1,2
1414,3,1,1,1,0,0,1,1,1,1,4,0,0,2,2,0,2,3,0,1,2
1415,3,2,2,2,0,1,1,1,1,1,1,0,0,2,2,5,1,2,2,1,2
1416,2,1,2,2,0,0,1,1,1,1,4,0,0,2,2,0,1,3,0,1,1
1417,3,2,1,1,0,0,0,1,1,1,4,0,0,2,1,5,1,3,3,1,1
1420,2,2,2,2,0,1,1,1,1,1,1,1,0,3,2,3,3,3,2,1,2
1422,2,2,1,1,2,1,1,1,1,1,4,1,1,2,2,6,3,3,3,1,2
1423,2,2,2,2,0,0,1,1,1,1,4,1,0,3,2,0,2,3,2,1,2
1426,1,1,2,2,2,0,1,1,1,1,4,0,1,3,2,0,0,3,0,1,2
1429,1,2,2,2,0,0,1,1,1,1,4,0,1,2,2,6,1,3,3,1,2
1430,4,1,1,1,0,0,1,1,1,1,3,0,0,3,2,2,4,3,2,1,2
1431,3,2,1,1,1,0,1,1,1,1,3,0,0,2,2,3,2,3,2,1,2
1433,1,1,2,2,0,0,1,1,1,1,4,1,0,2,2,6,2,3,0,1,2
1434,1,2,1,1,0,0,1,1,1,1,4,0,0,2,2,0,2,3,3,1,2
1436,1,1,2,2,0,0,1,1,1,1,5,1,0,2,2,6,1,3,3,1,2
1437,2,2,3,1,0,0,1,1,1,1,3,0,0,3,2,2,2,3,0,1,2
1438,2,2,1,1,1,0,1,1,1,1,2,2,0,3,2,0,2,2,0,1,1
1440,1,1,2,2,0,0,1,1,1,1,2,0,1,3,2,0,0,3,3,1,2
1441,3,1,1,3,0,0,1,1,1,1,0,0,0,2,2,4,4,3,2,1,2
1442,4,2,1,1,0,1,1,1,1,1,2,1,0,3,2,2,2,2,2,1,2
1443,2,2,1,1,1,1,1,1,1,1,0,0,0,3,2,0,2,3,0,1,1
1445,3,2,1,1,0,0,1,1,1,1,3,0,0,4,2,3,3,3,2,1,1
1446,2,2,1,1,0,1,1,1,1,1,0,0,0,3,2,0,1,3,0,1,2
1447,3,2,2,2,0,0,1,1,1,1,2,1,0,3,0,0,0,2,2,0,0
1448,3,1,1,2,1,0,1,1,1,1,4,0,1,3,2,6,3,2,3,1,2
1449,3,2,1,1,0,0,1,1,1,1,3,1,0,3,2,3,2,2,2,2,2
1450,1,2,3,3,0,1,1,1,1,1,0,0,2,1,2,2,1,2,3,1,1
1451,1,2,3,3,0,1,0,1,1,1,0,2,0,3,2,0,3,1,1,1,2
1452,1,2,3,3,0,1,0,1,1,1,3,0,0,2,2,5,4,2,0,1,1
1455,1,1,3,3,0,1,0,1,1,1,3,1,1,1,2,2,4,2,1,1,2
1456,1,2,3,3,0,1,0,1,1,1,4,0,1,1,0,0,4,2,0,1,2
1457,1,2,3,3,1,1,0,1,1,1,2,1,2,4,2,2,4,1,1,1,2
1458,3,2,3,3,0,1,0,1,1,1,2,2,1,2,0,0,1,2,0,1,2
1459,2,2,3,3,0,1,0,1,1,1,4,2,1,4,2,0,4,2,2,1,2
1460,3,1,3,3,0,1,0,1,1,1,4,0,0,1,2,6,1,3,1,1,2
1461,1,1,3,3,0,1,0,1,1,1,3,0,3,1,2,1,4,1,1,1,2
1462,3,2,3,3,0,1,1,1,1,1,1,0,0,1,2,2,1,2,2,1,1
1463,1,1,3,3,0,1,0,1,1,1,2,0,0,3,2,0,1,2,0,1,1
1464,1,2,3,3,0,1,0,1,1,1,0,0,2,4,2,2,4,2,2,1,2
1465,2,2,3,3,1,1,0,1,1,1,4,2,1,1,2,4,1,2,1,1,2
1466,2,1,3,3,0,1,0,1,1,1,3,0,3,3,2,2,4,2,0,1,2
1468,1,2,3,3,0,1,0,1,1,1,4,2,0,3,2,6,1,3,0,1,2
1469,1,1,3,3,0,1,0,1,1,1,0,1,0,1,2,0,0,3,0,1,2
1470,2,1,3,3,0,0,0,1,1,0,4,1,0,4,2,2,4,3,1,1,2
1478,3,1,3,3,0,1,0,1,1,1,4,1,0,2,2,0,1,3,3,1,2
1481,1,1,3,3,0,1,0,1,1,0,5,2,2,4,2,6,1,3,3,1,2
1482,1,2,3,3,0,1,0,1,1,1,3,1,0,1,2,2,1,2,1,1,1
1483,3,1,3,3,0,1,0,1,1,1,4,3,0,4,2,0,4,3,1,1,2
1484,1,1,3,3,0,1,0,1,1,1,2,0,1,4,2,0,1,2,0,1,2
1487,1,2,3,3,0,1,0,1,1,1,3,1,0,2,2,2,4,3,2,1,2
1490,1,2,3,3,0,1,0,1,1,1,0,0,2,2,2,5,1,2,2,1,2
1491,3,2,3,3,0,1,0,1,1,1,2,0,2,3,2,2,1,2,0,1,1
1493,3,1,3,3,0,1,0,1,1,1,5,2,1,1,0,0,4,3,2,1,2
1494,1,1,3,3,0,1,0,1,0,1,0,2,0,3,2,2,1,3,1,1,2
1496,1,2,3,3,0,1,0,1,1,1,2,0,1,4,2,2,4,2,1,1,2
1499,1,2,3,3,0,0,0,1,1,1,3,0,2,2,0,0,4,2,1,1,2
1501,3,1,3,3,0,0,0,1,1,1,3,1,0,3,0,0,4,2,1,1,2
1504,1,1,3,3,0,1,0,1,1,1,2,1,0,1,2,4,1,2,1,2,2
1506,1,2,3,3,0,0,0,1,1,1,2,0,1,1,2,6,1,2,2,1,2
1507,1,2,3,3,0,0,0,1,1,1,3,0,0,3,2,5,1,2,0,1,2
1508,1,1,3,3,0,0,1,1,1,1,3,2,0,0,2,0,1,2,1,1,2
1509,1,1,3,3,0,1,0,1,1,1,3,1,1,2,0,0,4,2,1,1,2
1511,3,1,3,3,0,1,1,1,1,1,3,2,0,2,2,6,1,2,1,1,2
1512,1,2,3,2,0,1,0,1,1,1,3,0,3,4,2,0,4,2,1,1,2
1513,1,2,3,3,0,0,0,1,1,0,0,3,1,3,2,2,1,2,2,1,2
1515,1,2,3,3,0,0,0,1,1,1,2,1,1,4,2,2,4,2,1,1,2
1518,3,1,3,2,0,0,0,1,1,1,4,0,0,2,1,5,1,3,2,1,2
1519,1,1,3,2,1,1,0,1,1,1,0,2,0,2,2,1,1,3,0,1,2
1521,2,1,3,1,0,0,0,1,1,1,4,0,1,3,2,2,4,2,1,1,2
1522,1,2,3,3,0,0,0,1,1,1,3,3,2,4,2,2,4,2,1,1,1
1523,1,1,3,2,0,1,0,1,1,1,0,0,1,2,2,2,4,3,1,1,2
1525,3,1,2,3,0,0,1,1,1,1,3,0,0,1,2,2,4,2,0,1,2
1527,1,1,3,3,0,1,0,1,1,1,4,0,0,1,2,6,4,3,0,1,1
1528,1,1,3,3,0,0,1,1,1,1,4,1,2,4,2,1,4,2,0,1,2
1530,1,1,3,3,0,0,1,1,1,1,3,0,0,4,2,0,1,2,0,1,2
1531,1,2,3,3,0,1,1,1,1,0,3,3,0,1,2,2,4,2,3,1,2
1532,1,2,3,3,0,1,0,1,1,1,2,0,0,2,2,3,1,2,2,1,2
1534,1,1,3,3,1,0,0,1,1,1,4,1,0,1,2,0,1,2,0,1,2
1537,1,1,3,3,0,0,1,1,1,1,3,2,0,3,2,2,1,2,2,1,2
1538,2,1,3,3,0,1,0,1,1,1,4,1,0,1,0,0,3,3,0,1,2
1540,1,2,3,3,0,1,1,1,1,0,5,1,2,4,2,1,0,2,0,1,2
1542,1,1,3,1,0,1,0,1,1,1,3,0,1,3,1,3,1,3,1,1,2
1543,1,1,3,3,0,0,1,1,1,1,3,3,0,2,2,0,1,2,1,1,2
1547,2,2,3,1,0,1,0,1,1,1,1,0,1,1,2,6,1,2,2,1,2
1548,3,2,3,2,0,1,0,1,1,1,1,0,0,2,2,1,4,2,1,1,2
1549,1,2,2,3,0,0,0,1,1,1,2,0,1,3,2,4,4,2,0,1,2
1550,1,2,3,3,0,1,0,1,1,1,2,4,0,4,2,0,1,2,1,1,2
1551,1,1,3,3,0,0,1,1,1,1,4,1,0,4,2,2,4,2,1,1,2
1555,1,2,3,3,0,1,0,1,1,1,0,0,1,1,2,1,1,2,1,1,2
1559,1,1,3,3,0,0,0,1,1,1,4,4,0,2,0,0,1,3,3,1,2
1561,3,2,3,3,0,1,0,1,1,1,3,2,0,3,2,3,3,2,2,1,2
1563,3,1,3,3,3,0,1,1,1,1,5,2,0,3,2,2,1,3,1,1,2
1565,1,2,3,3,0,0,1,1,1,1,2,0,0,3,2,2,3,3,0,1,2
1568,1,2,3,3,0,0,1,1,1,1,0,2,0,1,2,2,4,2,1,1,1
1569,1,2,3,1,0,0,0,1,1,1,3,2,2,2,2,3,1,2,1,2,1
1572,2,1,3,2,0,1,0,1,1,1,2,0,0,2,2,2,4,2,0,1,2
1575,1,1,3,1,0,0,0,1,1,1,3,0,0,1,0,0,3,2,0,1,2
1577,1,1,3,3,0,1,0,1,1,1,4,0,1,2,2,3,1,3,2,1,2
1578,1,1,2,3,0,0,0,1,1,1,3,1,0,2,2,2,4,2,2,1,2
1579,1,2,3,3,0,0,1,1,1,1,3,2,0,4,2,2,4,2,0,1,1
1582,1,2,3,2,1,0,1,1,1,1,4,0,0,2,2,3,4,2,0,1,1
1584,2,1,3,3,0,0,1,1,1,1,5,0,0,1,2,5,4,3,3,1,2
1585,1,1,3,1,0,1,0,1,1,1,3,2,1,2,2,1,4,3,0,1,2
1586,3,2,3,3,0,0,0,1,1,1,2,0,0,4,2,2,4,2,2,1,2
1587,1,2,3,3,0,0,1,1,1,1,5,0,1,1,2,6,1,3,0,1,2
1588,1,2,3,3,0,1,1,1,1,1,0,0,0,2,2,4,1,3,2,1,2
1590,1,1,3,1,0,0,1,1,1,1,5,0,0,3,2,2,2,2,1,1,1
1592,1,1,3,3,0,0,1,1,1,1,5,1,0,4,0,0,4,2,2,1,2
1593,1,1,3,2,1,0,1,1,1,1,0,0,0,1,0,0,1,3,0,1,2
1594,3,2,3,3,0,0,1,1,1,1,2,2,0,3,0,0,1,2,2,1,2
1595,3,2,2,2,1,1,1,1,1,1,3,2,0,2,2,0,3,3,0,1,1
1596,1,1,2,2,0,0,1,1,1,1,5,0,1,2,2,6,1,3,2,1,2
1598,1,1,3,1,0,0,0,1,1,1,5,0,0,1,0,0,4,3,0,1,2
1599,1,1,3,3,0,1,1,1,1,1,3,1,0,2,2,0,0,2,0,2,2
1602,1,2,3,3,0,0,1,1,1,1,4,2,0,3,2,0,4,2,0,1,2
1603,1,2,3,3,0,0,1,1,1,1,4,0,1,3,2,1,4,3,1,1,1
1604,3,1,3,2,0,0,1,1,1,1,5,1,1,4,2,1,1,3,1,1,2
1605,1,1,3,3,0,0,1,1,1,1,4,2,0,1,2,6,1,2,2,1,2
1608,2,2,3,3,0,0,1,1,1,1,3,1,0,2,2,2,4,3,1,1,2
1610,1,1,3,3,0,0,1,1,1,1,5,0,0,1,2,6,1,2,3,1,2
1611,3,2,3,2,0,1,1,1,1,1,1,0,0,2,2,4,1,3,2,1,2
1612,1,1,3,2,0,1,1,1,1,1,3,0,0,2,2,6,2,2,0,2,1
1613,1,1,3,1,0,0,1,1,1,1,4,0,1,1,2,2,4,3,2,1,2
1614,1,1,3,1,0,0,1,1,1,1,4,3,0,1,2,2,1,3,2,1,1
1616,1,2,3,2,0,0,1,1,1,1,3,1,0,4,2,6,4,3,3,1,2
1617,1,1,1,1,0,0,1,1,1,1,3,0,1,2,2,2,4,2,1,1,1
1618,1,1,2,3,0,0,1,1,1,1,4,0,0,2,2,0,4,2,2,1,2
1620,3,1,3,2,0,0,1,1,1,1,5,0,2,1,2,2,2,2,1,1,2
1621,1,2,3,2,0,0,1,1,1,1,0,0,0,2,2,1,1,2,1,1,2
1622,3,2,3,1,0,0,1,1,1,1,2,1,0,2,2,3,2,3,3,1,2
1624,1,2,3,3,0,0,1,1,1,1,4,2,0,3,2,0,1,2,1,1,1
1625,3,1,1,1,0,0,0,1,1,1,3,0,1,3,2,6,1,3,2,1,1
1627,1,2,3,1,0,0,1,1,1,1,3,1,0,1,2,2,4,3,2,1,2
1628,2,2,3,2,0,0,1,1,1,1,2,0,1,1,2,2,4,3,3,1,2
1629,3,2,3,2,0,1,0,1,1,0,1,1,1,2,2,6,1,3,1,1,2
1630,3,1,3,2,0,0,1,1,1,1,4,0,0,2,2,2,2,2,2,1,2
1632,1,2,3,2,0,0,1,1,1,1,4,0,1,2,2,2,4,3,1,1,2
1634,2,1,2,2,0,0,1,1,1,1,5,1,0,2,2,2,4,3,2,1,2
1636,1,1,3,1,0,1,1,1,1,1,1,0,1,2,2,0,2,2,2,1,2
1637,1,2,2,2,0,0,1,1,1,1,4,0,0,3,2,2,4,3,2,1,1
1638,1,1,2,3,0,0,1,1,1,1,5,2,0,1,2,3,1,3,2,1,2
1641,2,1,3,1,0,0,1,1,1,1,2,0,0,2,2,3,1,3,3,1,2
1643,1,1,3,2,0,0,1,1,1,1,3,0,0,2,2,2,2,2,2,1,1
1644,1,1,3,3,0,0,1,1,1,1,0,2,1,2,2,6,4,3,3,1,2
1646,3,2,2,2,0,1,1,1,1,1,1,0,0,2,2,0,3,2,1,1,2
1649,2,2,3,2,0,1,1,1,1,1,0,0,0,1,2,6,1,3,3,1,2
1654,3,2,3,1,0,1,1,1,1,1,1,0,0,2,2,4,0,3,2,1,2
1655,3,2,2,2,0,0,1,1,1,1,2,0,1,2,2,2,2,2,2,1,1
1656,2,2,3,2,0,1,1,1,1,1,1,0,0,2,2,6,1,2,0,1,2
1657,1,2,1,3,0,0,1,1,1,1,0,0,2,1,2,0,4,3,2,1,2
1658,1,2,3,3,0,0,1,1,1,1,3,0,1,1,0,0,4,2,0,1,2
1659,3,1,2,2,0,0,1,1,1,1,5,0,0,3,2,2,4,2,2,1,2
1660,1,2,3,1,0,0,1,1,1,1,2,0,1,1,2,0,4,2,3,1,1
1662,1,2,3,1,0,0,0,1,1,1,3,0,0,1,2,2,1,3,0,1,1
1664,1,1,3,3,0,0,1,1,1,1,4,1,0,2,2,2,2,2,2,1,2
1666,1,2,1,1,1,1,1,1,1,1,3,0,0,3,2,6,1,3,3,1,1
1667,3,2,1,1,0,0,1,1,1,1,4,0,0,2,2,5,3,2,0,1,2
